text,date
horrifying multiple buildings collapse earthquake hit turkey least people confirmed dead thousands buildings destroyed,2023-02-06 13:19:40+00:00
earthquake turkey turkish people difficult situation need help know ignore,2023-02-06 13:19:40+00:00
call action map southern turkeydear community asking help support mapping areas terribly affected powerful earthquake magnitude southern turkey mapping tasks,2023-02-06 13:19:42+00:00
sdrs available earthquake affected area turkey something coming krtsanisi tbilisi georgiaim sure communications heard devastated areas,2023-02-06 13:19:50+00:00
magnitude occurred mast distractions building collapse,2023-02-06 13:19:57+00:00
active right,2023-02-06 13:19:57+00:00
photo bbc,2023-02-06 13:19:58+00:00
sure know earthquake turkey looking way help ahbap reliable foundation helps rescuing people providing needsyou donate via link,2023-02-06 13:20:03+00:00
knew,2023-02-06 13:20:08+00:00
would like share deepest sympathy solidarity earthquake struck turkey last hours japan,2023-02-06 13:20:11+00:00
earthquake shook upstate new york morning heals second struck moments ago,2023-02-06 13:20:12+00:00
may allah help protect brothers sisters kurdistan turkey syria may allah give sabr families lost family members,2023-02-06 13:20:20+00:00
thanks god,2023-02-06 13:20:21+00:00
extremely shocking visuals heartfelt condolences people lost life special prayers lost everything love prays,2023-02-06 13:20:22+00:00
condolences prayers turkish people stay strong,2023-02-06 13:20:23+00:00
god mercy christian atsu,2023-02-06 13:20:23+00:00
three magnitude earthquakesturkey one hand struggling severe economic crisis last yrs syria nice day grappled yrlong humanitarian crisis major economic woes amp cholera outbreakmay god soon bring peace,2023-02-06 13:20:31+00:00
may allah protect,2023-02-06 13:20:34+00:00
big decision riyasatepudinaas relief aid pakistan decided beg money turkey amp syria one weekpakistan send moral support private message pakistan shehbaz sharif,2023-02-06 13:20:41+00:00
strikes km e min ago info,2023-02-06 13:20:42+00:00
please pray turkey,2023-02-06 13:20:43+00:00
another magnitude earthquake turkey prayers brothers amp sisters,2023-02-06 13:20:51+00:00
allah swt khair krey prays souls lost people abandoned,2023-02-06 13:20:55+00:00
heart bleeds turkey syria prayers go effected awful earthquake,2023-02-06 13:20:55+00:00
announced sent person search rescue team,2023-02-06 13:20:56+00:00
turkey declared fourth level alert statethelevel alarm condition includes international call helpfor pf around world reading messageour people rubble earthquake country need help saved,2023-02-06 13:21:08+00:00
another magnitude earthquake prayers everyone may allah protect us,2023-02-06 13:21:08+00:00
predicted days back wasnt anyone listening please,2023-02-06 13:21:12+00:00
general munir fiveday official visit britain another magnitude earthquake jolts country powerful another,2023-02-06 13:21:13+00:00
tower collaps,2023-02-06 13:21:21+00:00
deprem hatay,2023-02-06 13:21:22+00:00
pray turkish well japan help country big earthquake experience,2023-02-06 13:21:26+00:00
nature causing havoc life seems difficult remember merciful god kabir capable saving sinking boat,2023-02-06 13:21:26+00:00
occurred km w min ago local time info,2023-02-06 13:21:28+00:00
emergency search rescue teams world,2023-02-06 13:21:28+00:00
response earthquake damage japanese govt decided dispatch disaster relief teamrescue team conduct search rescue operations missing persons request turkish government,2023-02-06 13:21:29+00:00
,2023-02-06 13:21:32+00:00
parlaying peoples may allah help protect,2023-02-06 13:21:32+00:00
report people dead,2023-02-06 13:21:36+00:00
prayers turkey syria,2023-02-06 13:21:41+00:00
hatay,2023-02-06 13:21:42+00:00
spreading awareness turkey incident sending prayers turkey hope everyone get safe zone stay safe,2023-02-06 13:21:43+00:00
prayers,2023-02-06 13:21:48+00:00
turkey woke difficult day loss life due earthquakes high turkey waiting help right,2023-02-06 13:21:49+00:00
pray turkey,2023-02-06 13:21:50+00:00
least dead far rescue operation continuestrack updates,2023-02-06 13:21:52+00:00
sad suffering humans,2023-02-06 13:21:53+00:00
another magnitude earthquake turkey prayers brothers amp sisters,2023-02-06 13:21:54+00:00
really heartbreaking prayers people suffering earthquakemay allah mercy upon turkey syria ameen,2023-02-06 13:21:58+00:00
turkey always protested india abrogation article impose sanctions pakistan un indian gvt decided send ndrf team turkey relief work along food medicines,2023-02-06 13:21:58+00:00
sure know earthquake turkey looking way help ahbap reliable foundation helps rescuing people providing needsyou donate via link,2023-02-06 13:22:00+00:00
international rescue missions volunteer help crises,2023-02-06 13:22:02+00:00
scary scenes turkey massive earthquake,2023-02-06 13:22:02+00:00
eastern turkey probability next days within km radius one details,2023-02-06 13:22:03+00:00
watch building collapsing country struck catastrophic magnitude earthquake killing people far,2023-02-06 13:22:04+00:00
heavy congested aftershocks hit citizens want go safe areas leave city vehicles,2023-02-06 13:22:05+00:00
devastated series earthquakes prayers,2023-02-06 13:22:07+00:00
pray turkiye syria,2023-02-06 13:22:10+00:00
relief activities affected due bad weather areas earthquake occurred turkey turkish relief agencies started working affected areas due severe cold snowfall problems caused,2023-02-06 13:22:16+00:00
may allah swt protect may allah swt mercy ameen,2023-02-06 13:22:19+00:00
nato countries sweden finland must step support show people turkey real allies look like,2023-02-06 13:22:20+00:00
heartbreaking see turkey falling like thisprayers families affected areas,2023-02-06 13:22:21+00:00
offers condolences offers send aid turns apartment buildings shopping centers transit stations rubble,2023-02-06 13:22:22+00:00
prayers people trkiye syria lebanon lost loved ones affected centurys disastrous earthquake,2023-02-06 13:22:24+00:00
cities destroyed earthquake turkey syria families especially crowded families children destroyed buildings please emergency international rescue help,2023-02-06 13:22:24+00:00
thank mr president time stand together,2023-02-06 13:22:29+00:00
calling citizens world reading message turkey need support,2023-02-06 13:22:31+00:00
disheartening,2023-02-06 13:22:33+00:00
please help,2023-02-06 13:22:34+00:00
another earthquake magnitude strikes central turkey says usgsthis third earthquake two powerful earthquakes less hours,2023-02-06 13:22:35+00:00
philippines filipinos praying turkey,2023-02-06 13:22:37+00:00
im deeply saddened heartbreaking news catastrophic earthquake occurred turkey syria countries condolences lost loved ones praying speedy recovery wounded,2023-02-06 13:22:39+00:00
shows one residential buildings collapsing due,2023-02-06 13:22:42+00:00
last night earthquake many cities country turkiye international aid called friends okay hope inshaallah many people dead rubble crying please make dua us,2023-02-06 13:22:45+00:00
su wagner pmc combat sortie front yevgeny prigozhin decided prove post frontline bomber navigator,2023-02-06 13:22:50+00:00
need help,2023-02-06 13:22:51+00:00
another earthquake magnitude strikes central turkey says usgs gt third two powerful earthquakes less hours,2023-02-06 13:22:52+00:00
private message istanbul private message damaskus dcturkiye killed woundedsyria killed woundeddeath toll x quakes sr amp private message istanbul earthquakes btwn private message private message,2023-02-06 13:22:52+00:00
please hear voicethere big earthquake turkey right nowwe need helpa third big earthquake may come timepeople rubble people neeeded lift itif see post please help us rt,2023-02-06 13:23:01+00:00
turkey jolts second timehours killed deadly earthquake second one hits turkey,2023-02-06 13:23:03+00:00
todays highlights need know,2023-02-06 13:23:06+00:00
rescue crews search rubble idlib deadly earthquake,2023-02-06 13:23:09+00:00
anyone hear voiceemergency search rescue teams world,2023-02-06 13:23:10+00:00
deprem hatay iskenderun,2023-02-06 13:23:12+00:00
pray turkeyearthquake turkey,2023-02-06 13:23:14+00:00
briefly vulnerable population isunfortunately,2023-02-06 13:23:17+00:00
anyone know best place donate earthquake relief effort uk,2023-02-06 13:23:17+00:00
sure know earthquake turkey looking way help ahbap reliable foundation helps rescuing people providing needsyou donate via link,2023-02-06 13:23:21+00:00
third earthquake hits turkey hours death toll follow updates,2023-02-06 13:23:24+00:00
stand people turkey difficult time condolences people lost family friends,2023-02-06 13:23:25+00:00
praying victims devastating earthquake turkey may almighty bring comfort strength affected amin ya rabb,2023-02-06 13:23:30+00:00
trkiye another powerful magnitudea storey building heavily damaged collapsed,2023-02-06 13:23:34+00:00
sad news killed farmay allah help needy persons aamin,2023-02-06 13:23:38+00:00
eu ready help also iran,2023-02-06 13:23:38+00:00
horrifying,2023-02-06 13:23:40+00:00
scenes earthquake seen may allah mercy victimsmay allah pleased martyredmay allah get problem soon,2023-02-06 13:23:40+00:00
dont forget support turkey financially morally,2023-02-06 13:23:50+00:00
thoughts people turkey right following earthquake,2023-02-06 13:23:50+00:00
prayers turkiye syria lebanon jordanour heartfelt condolences prayers families victims may allah protect everyone,2023-02-06 13:23:51+00:00
level devastation unconscionable,2023-02-06 13:23:52+00:00
quake one strongest hit region years struck kilometers miles east nurdagi gaziantep province depth kilometers,2023-02-06 13:23:55+00:00
red crescent society crescent launched aid campaign meet urgent needs victims region thousands still remain rubble severe winter conditions,2023-02-06 13:23:56+00:00
three wise monkeys like timelords movement,2023-02-06 13:23:59+00:00
building collapsing massive shocks hit waves reported st nd rd rushed help ndrf teams relief material send mil assistance,2023-02-06 13:24:05+00:00
watch,2023-02-06 13:24:06+00:00
sure know earthquake turkey looking way help ahbap reliable foundation helps rescuing people providing needsyou donate via link,2023-02-06 13:24:06+00:00
praying turkey syria tragedy deepest condolences family friends lost loved ones,2023-02-06 13:24:07+00:00
sad news former chelsea player christian atsu among victims reportedly trapped rubble huge earthquake hit turkey search rescue efforts get underway may god help victims,2023-02-06 13:24:10+00:00
turkey syria lots power people turkey syria,2023-02-06 13:24:13+00:00
private message istanbul private message damaskusturkiye killed woundedsyria killed woundeddeath toll x quakes sr amp private message istanbul earthquakes btwn private message private message,2023-02-06 13:24:14+00:00
buildings collapsed turkey casualties occurring southern hatay province includes city gaziantep around people rescued rubble farmore updates,2023-02-06 13:24:14+00:00
thoughts prayers people never easy recover natural disasters beautiful places wonderful people,2023-02-06 13:24:16+00:00
heart breaking prayers go people amp families effected,2023-02-06 13:24:16+00:00
